phrase_id,sent_id,sent,ground,three-scale,five-scale,vector,three-scale,five-scale
183809,10499,"Except for Paymer as the boss who ultimately expresses empathy for Bartleby 's pain , the performances are so stylized as to be drained of human emotion .",0.41667,neutral,neutral,,,
223297,4336,"Except it 's much , much better .",0.81944,positive,positive,,,
105733,5209,Exceptionally well acted by Diane Lane and Richard Gere .,0.86111,positive,positive,,,
145229,7414,"Excessive , profane , packed with cartoonish violence and comic-strip characters .",0.36111,neutral,negative,,,
45198,1598,"Exciting and direct , with ghost imagery that shows just enough to keep us on our toes .",0.68056,positive,positive,,,
223299,11707,Exciting and well-paced .,0.91667,positive,positive,,,
223301,11684,Exciting documentary .,0.84722,positive,positive,,,
183814,9183,Excruciatingly unfunny and pitifully unromantic .,0.25,negative,negative,,,
223303,11742,Execrable .,0.11111,negative,very negative,,,
45205,2237,"Executed with such gentle but insistent sincerity , with such good humor and appreciation of the daily grind that only the most hardhearted Scrooge could fail to respond .",0.875,positive,positive,,,
183819,10182,Exhibits the shallow sensationalism characteristic of soap opera ... more salacious telenovela than serious drama .,0.375,neutral,negative,,,
105736,4943,"Exhilarating , funny and fun .",0.86111,positive,positive,,,
65427,3145,Exhilarating but blatantly biased .,0.61111,neutral,positive,,,
145231,7855,Exists then as an occasionally insightful acting exercise .,0.59722,neutral,neutral,,,
105739,6231,"Expanded to 65 minutes for theatrical release , it still feels somewhat unfinished .",0.44444,neutral,neutral,,,
105742,4521,"Expands the limits of what a film can be , taking us into the lives of women to whom we might not give a second look if we passed them on the street .",0.63889,neutral,positive,,,
65432,3202,"Expect no major discoveries , nor any stylish sizzle , but the film sits with square conviction and touching good sense on the experience of its women .",0.69444,positive,positive,,,
145236,7421,"Expect the same-old , lame-old slasher nonsense , just with different scenery .",0.13889,negative,very negative,,,
145238,8038,"Expect to be reminded of other , better films , especially Seven , which director William Malone slavishly copies .",0.20833,negative,negative,,,
105748,5685,Exploitative and largely devoid of the depth or sophistication that would make watching such a graphic treatment of the crimes bearable .,0.30556,negative,negative,,,
183825,11128,Exploring value choices is a worthwhile topic for a film -- but here the choices are as contrived and artificial as Kerrigan 's platinum-blonde hair .,0.40278,neutral,neutral,,,
223307,4841,"Explosions , jokes , and sexual innuendoes abound .",0.47222,neutral,neutral,,,
105754,5110,Exposing the ways we fool ourselves is One Hour Photo 's real strength .,0.43056,neutral,neutral,,,
25273,1199,"Exquisitely nuanced in mood tics and dialogue , this chamber drama is superbly acted by the deeply appealing veteran Bouquet and the chilling but quite human Berling .",0.98611,positive,positive,,,
223308,2406,Extraordinary debut from Josh Koury .,0.875,positive,positive,,,
145242,8880,"Extreme Oops - oops , ops , no matter how you spell it , it 's still a mistake to go see it .",0.20833,negative,negative,,,
223312,11767,Extremely bad .,0.027778,negative,very negative,,,
223313,8362,Extremely boring .,0.083333,negative,very negative,,,
223314,8361,Extremely confusing .,0.22222,negative,negative,,,
223315,8360,Extremely dumb .,0.055556,negative,very negative,,,
45208,1818,"Extremely well acted by the four primary actors , this is a seriously intended movie that is not easily forgotten .",0.91667,positive,positive,,,
65443,2366,Exudes the fizz of a Busby Berkeley musical and the visceral excitement of a sports extravaganza .,0.88889,positive,positive,,,
45210,2198,Eyre is on his way to becoming the American Indian Spike Lee .,0.79167,positive,positive,,,
105765,5825,"Fails as a dystopian movie , as a retooling of Fahrenheit 451 , and even as a rip-off of The Matrix .",0.13889,negative,very negative,,,
183835,11169,"Fails in making this character understandable , in getting under her skin , in exploring motivation ... Well before the end , the film grows as dull as its characters , about whose fate it is hard to care .",0.11111,negative,very negative,,,
183838,9738,Fails so fundamentally on every conventional level that it achieves some kind of goofy grandeur .,0.38889,neutral,negative,,,
145260,9072,Fails to bring as much to the table .,0.25,negative,negative,,,
183840,9412,Fails to convince the audience that these brats will ever be anything more than losers .,0.31944,negative,negative,,,
183842,9626,"Fails to satisfactorily exploit its gender politics , genre thrills or inherent humor .",0.25,negative,negative,,,
223318,11828,Fairly run-of-the-mill .,0.31944,negative,negative,,,
223320,8911,Fairly successful at faking some pretty cool stunts but a complete failure at trying to create some pretty cool characters .,0.22222,negative,negative,,,
105768,5577,"Fairy-tale formula , serves as a paper skeleton for some very good acting , dialogue , comedy , direction and especially charm .",0.84722,positive,positive,,,
223324,2944,"Faithful without being forceful , sad without being shrill , `` A Walk to Remember '' succeeds through sincerity .",0.79167,positive,positive,,,
25277,1266,Falls neatly into the category of Good Stupid Fun .,0.73611,positive,positive,,,
183845,10120,Falls short in explaining the music and its roots .,0.51389,neutral,neutral,,,
105772,6193,"Falsehoods pile up , undermining the movie 's reality and stifling its creator 's comic voice .",0.34722,neutral,negative,,,
145267,8392,Falters when it takes itself too seriously and when it depends too heavily on its otherwise talented cast to clown in situations that are n't funny .,0.30556,negative,negative,,,
45212,1723,Familiar but utterly delightful .,0.63889,neutral,positive,,,
223325,11624,Family fare .,0.63889,neutral,positive,,,
45215,2064,"Family portrait of need , neurosis and nervy negativity is a rare treat that shows the promise of digital filmmaking .",0.79167,positive,positive,,,
223329,10706,Family togetherness takes a back seat to inter-family rivalry and workplace ambition ... whole subplots have no explanation or even plot relevance .,0.22222,negative,negative,,,
145273,7686,Fancy a real downer ?,0.23611,negative,negative,,,
14026,172,Fans of Behan 's work and of Irish movies in general will be rewarded by Borstal Boy .,0.80556,positive,positive,,,
25283,1105,Fans of Nijinsky will savor every minute of Cox 's work .,0.79167,positive,positive,,,
183859,10563,"Fans of Plympton 's shorts may marginally enjoy the film , but it is doubtful this listless feature will win him any new viewers .",0.25,negative,negative,,,
65467,2776,"Fans of critics ' darling band Wilco will marvel at the sometimes murky , always brooding look of I Am Trying to Break Your Heart .",0.66667,positive,positive,,,
183864,10838,Fans of so-bad-they 're - good cinema may find some fun in this jumbled mess .,0.43056,neutral,neutral,,,
145280,8921,"Fans of the TV series will be disappointed , and everyone else will be slightly bored .",0.48611,neutral,neutral,,,
25286,1053,Fans of the animated wildlife adventure show will be in warthog heaven ; others need not necessarily apply .,0.75,positive,positive,,,
105775,5493,Fans of the modern day Hong Kong action film finally have the worthy successor to A Better Tomorrow and The Killer which they have been patiently waiting for .,0.72222,positive,positive,,,
223331,11702,Fantastic !,0.93056,positive,positive,,,
45223,1883,"Far From Heaven is a dazzling conceptual feat , but more than that , it 's a work of enthralling drama .",0.72222,positive,positive,,,
223334,11806,Far away .,0.45833,neutral,neutral,,,
14029,160,"Far from perfect , but its heart is in the right place ... innocent and well-meaning .",0.69444,positive,positive,,,
183871,10372,Far more enjoyable than its predecessor .,0.875,positive,positive,,,
25291,1216,"Far more imaginative and ambitious than the trivial , cash-in features Nickelodeon has made from its other animated TV series .",0.80556,positive,positive,,,
105779,5077,"Far more successful , if considerably less ambitious , than last year 's Kubrick-meets-Spielberg exercise .",0.72222,positive,positive,,,
183873,9405,"Far too clever by half , Howard 's film is really a series of strung-together moments , with all the spaces in between filled with fantasies , daydreams , memories and one fantastic visual trope after another .",0.19444,negative,very negative,,,
183881,11373,"Far-fetched premise , convoluted plot , and thematic mumbo jumbo about destiny and redemptive love .",0.58333,neutral,neutral,,,
18863,368,Farrell ... thankfully manages to outshine the role and successfully plays the foil to Willis 's world-weary colonel .,0.73611,positive,positive,,,
65475,3670,"Fast and funny , an action cartoon that 's suspenseful enough for older kids but not too scary for the school-age crowd .",0.65278,neutral,positive,,,
65479,2876,"Fast-paced and wonderfully edited , the film is extremely thorough .",0.875,positive,positive,,,
65492,2954,"Fathers and sons , and the uneasy bonds between them , rarely have received such a sophisticated and unsentimental treatment on the big screen as they do in this marvelous film .",0.83333,positive,positive,,,
145300,8270,Faultlessly professional but finally slight .,0.47222,neutral,neutral,,,
145303,7320,Fear Dot Com is more frustrating than a modem that disconnects every 10 seconds .,0.20833,negative,negative,,,
105784,5875,"Fear permeates the whole of Stortelling , Todd Solondz ' oftentimes funny , yet ultimately cowardly autocritique .",0.70833,positive,positive,,,
65500,3523,"Feardotcom 's thrills are all cheap , but they mostly work .",0.45833,neutral,neutral,,,
223343,11668,Featherweight romantic comedy has a few nice twists in a standard plot and the charisma of Hugh Grant and Sandra Bullock .,0.72222,positive,positive,,,
223345,1528,"Feature debuter D.J. Caruso directs a crack ensemble cast , bringing screenwriter Tony Gayton 's narcotics noir to life .",0.80556,positive,positive,,,
105787,5009,Features Fincher 's characteristically startling visual style and an almost palpable sense of intensity .,0.79167,positive,positive,,,
183898,9547,"Features nonsensical and laughable plotting , wooden performances , ineptly directed action sequences and some of the worst dialogue in recent memory .",0.055556,negative,very negative,,,
65504,3850,Features one of the most affecting depictions of a love affair ever committed to film .,0.88889,positive,positive,,,
65506,2664,Features what is surely the funniest and most accurate depiction of writer 's block ever .,0.94444,positive,positive,,,
223347,1632,"Featuring a dangerously seductive performance from the great Daniel Auteuil , `` Sade '' covers the same period as Kaufmann 's `` Quills '' with more unsettlingly realistic results .",0.83333,positive,positive,,,
223350,11789,Feeble comedy .,0.20833,negative,negative,,,
145306,8345,"Feel bad for King , who 's honestly trying , and Schwartzman , who 's shot himself in the foot .",0.38889,neutral,negative,,,
223351,11294,Feel free to go get popcorn whenever he 's not onscreen .,0.16667,negative,very negative,,,
65509,3869,Feeling like a dope has rarely been more fun than it is in Nine Queens .,0.5,neutral,neutral,,,
183899,10241,"Feels aimless for much of its running time , until late in the film when a tidal wave of plot arrives , leaving questions in its wake .",0.33333,neutral,negative,,,
183900,10217,Feels as if the inmates have actually taken over the asylum .,0.5,neutral,neutral,,,
105790,6620,"Feels at times like a giant commercial for Universal Studios , where much of the action takes place .",0.15278,negative,very negative,,,
145309,7003,Feels familiar and tired .,0.23611,negative,negative,,,
145310,7650,"Feels haphazard , as if the writers mistakenly thought they could achieve an air of frantic spontaneity by simply tossing in lots of characters doing silly stuff and stirring the pot .",0.19444,negative,very negative,,,
145312,7308,Feels less like a cousin to Blade Runner than like a bottom-feeder sequel in the Escape From New York series .,0.27778,negative,negative,,,
145313,8676,"Feels less like it 's about teenagers , than it was written by teenagers .",0.30556,negative,negative,,,
105791,5783,Feels like a cold old man going through the motions .,0.25,negative,negative,,,
183902,10918,"Feels like nothing quite so much as a middle-aged moviemaker 's attempt to surround himself with beautiful , half-naked women .",0.5,neutral,neutral,,,
145318,8155,"Feels like one of those contrived , only-in - Hollywood productions where name actors deliver big performances created for the sole purpose of generating Oscar talk .",0.16667,negative,very negative,,,
183903,10134,"Feels like pieces a bunch of other , better movies slapped together .",0.31944,negative,negative,,,
145319,8420,Feels like six different movies fighting each other for attention .,0.30556,negative,negative,,,
145320,8555,Feels like the grittiest movie that was ever made for the Lifetime cable television network .,0.43056,neutral,neutral,,,
183904,10616,"Feels like the work of an artist who is simply tired -- of fighting the same fights , of putting the weight of the world on his shoulders , of playing with narrative form .",0.25,negative,negative,,,
105795,6536,"Feels like the work of someone who may indeed have finally aged past his prime ... and , perhaps more than he realizes , just wants to be liked by the people who can still give him work .",0.30556,negative,negative,,,
183906,11253,Feels more like a rejected X-Files episode than a credible account of a puzzling real-life happening .,0.19444,negative,very negative,,,
105796,6234,"Feels shrill , simple and soapy .",0.25,negative,negative,,,
183908,10629,"Feels slight , as if it were an extended short , albeit one made by the smartest kids in class .",0.41667,neutral,neutral,,,
183910,11499,Feels strangely hollow at its emotional core .,0.19444,negative,very negative,,,
145322,7609,Feels too formulaic and too familiar to produce the transgressive thrills of early underground work .,0.22222,negative,negative,,,
223352,11715,Feels untidily honest .,0.59722,neutral,neutral,,,
223354,9430,Femme Fatale offers nothing more than a bait-and-switch that is beyond playing fair with the audience .,0.31944,negative,negative,,,
223358,11650,Feral and uncomfortable .,0.29167,negative,negative,,,
105800,4558,Ferrara 's best film in years .,0.84722,positive,positive,,,
65514,3776,Ferrara 's strongest and most touching movie of recent years .,0.875,positive,positive,,,
25296,761,Ferrara directs the entire film with the kind of detachment that makes any given frame look like a family 's custom-made Christmas card .,0.58333,neutral,neutral,,,
65518,2256,Fessenden 's narrative is just as much about the ownership and redefinition of myth as it is about a domestic unit finding their way to joy .,0.61111,neutral,positive,,,
183917,10937,"Fessenden continues to do interesting work , and it would be nice to see what he could make with a decent budget .",0.75,positive,positive,,,
145334,7313,"Fessenden has nurtured his metaphors at the expense of his narrative , but he does display an original talent .",0.63889,neutral,positive,,,
183923,11192,Festers in just such a dungpile that you 'd swear you were watching monkeys flinging their feces at you .,0,negative,very negative,,,
45241,1523,Few films capture so perfectly the hopes and dreams of little boys on baseball fields as well as the grown men who sit in the stands .,1,positive,positive,,,
65524,2881,"Few films have captured the chaos of an urban conflagration with such fury , and audience members will leave feeling as shaken as Nesbitt 's Cooper looks when the bullets stop flying .",0.75,positive,positive,,,
25300,530,Few films this year have been as resolute in their emotional nakedness .,0.88889,positive,positive,,,
105804,6093,"Few of the increasingly far-fetched events that first-time writer-director Neil Burger follows up with are terribly convincing , which is a pity , considering Barry 's terrific performance .",0.44444,neutral,neutral,,,
65525,2918,"Fierce , glaring and unforgettable .",0.79167,positive,positive,,,
65527,3013,"Filled with Alexandre Desplat 's haunting and sublime music , the movie completely transfixes the audience .",0.81944,positive,positive,,,
45244,1852,"Filled with honest performances and exceptional detail , Baran is a gentle film with dramatic punch , a haunting ode to humanity .",0.88889,positive,positive,,,
183929,11095,"Filled with low-brow humor , gratuitous violence and a disturbing disregard for life .",0.31944,negative,negative,,,
65528,4307,"Film ca n't quite maintain its initial momentum , but remains sporadically funny throughout .",0.59722,neutral,neutral,,,
65535,2838,"Filmmaker Stacy Peralta has a flashy editing style that does n't always jell with Sean Penn 's monotone narration , but he respects the material without sentimentalizing it .",0.72222,positive,positive,,,
65537,4117,Filmmaker Tian Zhuangzhuang triumphantly returns to narrative filmmaking with a visually masterful work of quiet power .,0.91667,positive,positive,,,
65539,3554,"Filmmakers Dana Janklowicz-Mann and Amir Mann area headed east , Far East , in retelling a historically significant , and personal , episode detailing how one international city welcomed tens of thousands of German Jewish refugees while the world 's democracie",0.66667,positive,positive,,,
65545,4404,"Filmmakers David Weissman and Bill Weber benefit enormously from the Cockettes ' camera craziness -- not only did they film performances , but they did the same at home .",0.65278,neutral,positive,,,
223366,8664,Filmmakers have to dig deep to sink this low .,0.11111,negative,very negative,,,
223368,1626,Filmmakers who can deftly change moods are treasures and even marvels .,0.83333,positive,positive,,,
45253,1878,"Films about loss , grief and recovery are pretty valuable these days .",0.77778,positive,positive,,,
65546,3328,Films are made of little moments .,0.55556,neutral,neutral,,,
183933,11443,Final verdict : You 've seen it all before .,0.18056,negative,very negative,,,
18871,335,"Finally , a genre movie that delivers -- in a couple of genres , no less .",0.79167,positive,positive,,,
223369,1702,"Finally , the French-produced `` Read My Lips '' is a movie that understands characters must come first .",0.73611,positive,positive,,,
183934,9441,"Finally coming down off of Miramax 's deep shelves after a couple of aborted attempts , Waking Up in Reno makes a strong case for letting sleeping dogs lie .",0.44444,neutral,neutral,,,
145346,7316,"Fincher takes no apparent joy in making movies , and he gives none to the audience .",0.23611,negative,negative,,,
25308,969,"Finds a way to tell a simple story , perhaps the simplest story of all , in a way that seems compelling and even original .",0.80556,positive,positive,,,
25311,1080,"Fine acting but there is no sense of connecting the dots , just dots .",0.34722,neutral,negative,,,
223370,6854,"First , for a movie that tries to be smart , it 's kinda dumb .",0.25,negative,negative,,,
223371,5458,"First and foremost ... the reason to go see `` Blue Crush '' is the phenomenal , water-born cinematography by David Hennings .",0.86111,positive,positive,,,
145358,8432,"First good , then bothersome .",0.375,neutral,negative,,,
145361,6769,"First-time writer-director Dylan Kidd also has a good ear for dialogue , and the characters sound like real people .",0.63889,neutral,positive,,,
45265,1587,"First-time writer-director Serry shows a remarkable gift for storytelling with this moving , effective little film .",0.79167,positive,positive,,,
183940,9086,First-timer John McKay is never able to pull it back on course .,0.30556,negative,negative,,,
25315,500,Fisher has bared his soul and confronted his own shortcomings here in a way ... that feels very human and very true to life .,0.71875,positive,positive,,,
145371,8508,Flaccid drama and exasperatingly slow journey .,0.16667,negative,very negative,,,
65558,2311,"Flamboyant in some movies and artfully restrained in others , 65-year-old Jack Nicholson could be looking at his 12th Oscar nomination by proving that he 's now , more than ever , choosing his roles with the precision of the insurance actuary .",0.81944,positive,positive,,,
145373,8030,"Flashy , pretentious and as impenetrable as Morvern 's thick , working-class Scottish accent .",0.23611,negative,negative,,,
183953,9988,"Flashy gadgets and whirling fight sequences may look cool , but they ca n't distract from the flawed support structure holding Equilibrium up .",0.29167,negative,negative,,,
145378,8099,"Flat , but with a revelatory performance by Michelle Williams .",0.31944,negative,negative,,,
223376,11844,"Flat , misguided comedy .",0.31944,negative,negative,,,
145383,8266,Flaunts its quirky excesses like a New Year 's Eve drunk sporting a paper party hat .,0.375,neutral,negative,,,
25318,779,"Flavorful and romantic , you could call this How Martha Got Her Groove Back -- assuming , that is , she ever had one to begin with .",0.69444,positive,positive,,,
45267,1807,"Flawed , but worth seeing for Ambrose 's performance .",0.48611,neutral,neutral,,,
223377,1116,Flawed but worthy look at life in U.S. relocation camps .,0.55556,neutral,neutral,,,
145393,8990,"Flotsam in the sea of moviemaking , not big enough for us to worry about it causing significant harm and not smelly enough to bother despising .",0.20833,negative,negative,,,
145396,8641,Flounders due to the general sense that no two people working on the production had exactly the same thing in mind .,0.22222,negative,negative,,,
223380,11733,Fluffy and disposible .,0.23611,negative,negative,,,
183958,9433,Fluffy neo-noir hiding behind cutesy film references .,0.23611,negative,negative,,,
183961,9342,"Follows the original film virtually scene for scene and yet manages to bleed it almost completely dry of humor , verve and fun .",0.20833,negative,negative,,,
65567,3068,"Fontaine 's direction , especially her agreeably startling use of close-ups and her grace with a moving camera , creates sheerly cinematic appeal .",0.80556,positive,positive,,,
65570,3953,"Fontaine masterfully creates a portrait of two strong men in conflict , inextricably entwined through family history , each seeing himself in the other , neither liking what he sees .",0.77778,positive,positive,,,
223382,7714,For AIDS and Africa are nothing more than part of the scenery .,0.45833,neutral,neutral,,,
223383,8044,For Benigni it was n't Shakespeare whom he wanted to define his career with but Pinocchio .,0.61111,neutral,positive,,,
145406,8895,For Caine Lovers only .,0.34722,neutral,negative,,,
223385,2643,"For VeggieTales fans , this is more appetizing than a side dish of asparagus .",0.84722,positive,positive,,,
65579,2551,"For a debut film , Skin of Man , Heart of Beast feels unusually assured .",0.59722,neutral,neutral,,,
183964,10067,"For a film about action , Ultimate X is the gabbiest giant-screen movie ever , bogging down in a barrage of hype .",0.23611,negative,negative,,,
223387,10015,"For a film about explosions and death and spies , `` Ballistic : Ecks vs. Sever '' seems as safe as a children 's film .",0.33333,neutral,negative,,,
145410,8878,"For a film about two mismatched buddies , Crystal and De Niro share little screen time and even less chemistry .",0.29167,negative,negative,,,
223388,3946,"For a film that 's being advertised as a comedy , Sweet Home Alabama is n't as funny as you 'd hoped .",0.22222,negative,negative,,,
223388,3947,"For a film that 's being advertised as a comedy , Sweet Home Alabama is n't as funny as you 'd hoped .",0.22222,negative,negative,,,
223389,10502,"For a film that celebrates radical , nonconformist values , What to Do in Case of Fire ?",0.58333,neutral,neutral,,,
14037,184,"For a good chunk of its running time , Trapped is an effective and claustrophobic thriller .",0.76389,positive,positive,,,
105825,6700,"For a guy who has waited three years with breathless anticipation for a new Hal Hartley movie to pore over , No Such Thing is a big letdown .",0.11111,negative,very negative,,,
105827,4892,"For a long time the film succeeds with its dark , delicate treatment of these characters and its unerring respect for them .",0.77778,positive,positive,,,
183970,10516,"For a movie about the power of poetry and passion , there is precious little of either .",0.38889,neutral,negative,,,
65584,2443,"For a movie audience , The Hours does n't connect in a neat way , but introduces characters who illuminate mysteries of sex , duty and love .",0.55556,neutral,neutral,,,
145412,8364,"For a shoot - 'em - up , Ballistic is oddly lifeless .",0.23611,negative,negative,,,
183972,9173,"For a story set at sea , Ghost Ship is pretty landbound , with its leaden acting , dull exposition and telegraphed ` surprises . '",0.083333,negative,very negative,,,
145414,8711,"For all its alleged youthful fire , XXX is no less subservient to Bond 's tired formula of guns , girls and gadgets while brandishing a new action hero .",0.27778,negative,negative,,,
105829,6566,"For all its brilliant touches , Dragon loses its fire midway , nearly flickering out by its perfunctory conclusion .",0.25,negative,negative,,,
105831,5171,"For all its brooding quality , Ash Wednesday is suspenseful and ultimately unpredictable , with a sterling ensemble cast .",0.76389,positive,positive,,,
25325,597,"For all its failed connections , Divine Secrets of the Ya-Ya Sisterhood is nurturing , in a gauzy , dithering way .",0.73611,positive,positive,,,
145416,8231,"For all its highfalutin title and corkscrew narrative , the movie turns out to be not much more than a shaggy human tale .",0.27778,negative,negative,,,
145419,7598,"For all its impressive craftsmanship , and despite an overbearing series of third-act crescendos , Lily Chou-Chou never really builds up a head of emotional steam .",0.30556,negative,negative,,,
65586,2850,"For all its plot twists , and some of them verge on the bizarre as the film winds down , Blood Work is a strong , character-oriented piece .",0.59722,neutral,neutral,,,
65588,3555,For all its problems ... The Lady and the Duke surprisingly manages never to grow boring ... which proves that Rohmer still has a sense of his audience .,0.69444,positive,positive,,,
223391,6453,"For all its shoot-outs , fistfights , and car chases , this movie is a phlegmatic bore , so tedious it makes the silly spy vs. spy film The Sum of All Fears , starring Ben Affleck , seem downright Hitchcockian .",0.22222,negative,negative,,,
145421,8103,"For all its surface frenzy , High Crimes should be charged with loitering -- so much on view , so little to offer .",0.36111,neutral,negative,,,
145423,7744,"For all its technical virtuosity , the film is so mired in juvenile and near-xenophobic pedagogy that it 's enough to make one pine for the day when Godard can no longer handle the rigors of filmmaking .",0.055556,negative,very negative,,,
105835,6507,"For all its violence , the movie is remarkably dull with only Caine making much of an impression .",0.25,negative,negative,,,
105837,4510,"For all its visual panache and compelling supporting characters , the heart of the film rests in the relationship between Sullivan and his son .",0.86111,positive,positive,,,
145425,8731,"For all of the contemporary post-colonialist consciousness that Kapur tries to bring to The Four Feathers , the oddest thing about the movie is how it winds up affirming the same damn moldy values the material has always held dear .",0.45833,neutral,neutral,,,
105839,6724,"For all the charm of Kevin Kline and a story that puts old-fashioned values under the microscope , there 's something creepy about this movie .",0.65278,neutral,positive,,,
183976,10061,"For all the complications , it 's all surprisingly predictable .",0.40278,neutral,neutral,,,
105841,4489,"For all the dolorous trim , Secretary is a genial romance that maintains a surprisingly buoyant tone throughout , notwithstanding some of the writers ' sporadic dips into pop Freudianism .",0.72222,positive,positive,,,
183979,9243,"For all the time we spend with these people , we never really get inside of them .",0.38889,neutral,negative,,,
65590,3797,"For all the wit and hoopla , Festival In Cannes offers rare insight into the structure of relationships .",0.69444,positive,positive,,,
145427,7553,"For all the writhing and wailing , tears , rage and opium overdoses , there 's no sense of actual passion being washed away in love 's dissolution .",0.27778,negative,negative,,,
105843,4865,"For almost the first two-thirds of Martin Scorsese 's 168-minute Gangs of New York , I was entranced .",0.66667,positive,positive,,,
45275,1346,"For anyone unfamiliar with pentacostal practices in general and theatrical phenomenon of Hell Houses in particular , it 's an eye-opener .",0.625,neutral,positive,,,
145429,7914,"For anyone who grew up on Disney 's 1950 Treasure Island , or remembers the 1934 Victor Fleming classic , this one feels like an impostor .",0.19444,negative,very negative,,,
18874,313,"For anyone who remembers the '60s or is interested in one man 's response to stroke , Ram Dass : Fierce Grace is worth seeking out .",0.83333,positive,positive,,,
183981,9953,"For casual moviegoers who stumble into Rules expecting a slice of American Pie hijinks starring the kid from Dawson 's Creek , they 'll probably run out screaming .",0.375,neutral,negative,,,
145431,7534,"For close to two hours the audience is forced to endure three terminally depressed , mostly inarticulate , hyper dysfunctional families for the price of one .",0.36111,neutral,negative,,,
183982,10662,For dance completists only .,0.18056,negative,very negative,,,
223392,3685,"For decades we 've marveled at Disney 's rendering of water , snow , flames and shadows in a hand-drawn animated world .",0.79167,positive,positive,,,
45277,1683,"For devotees of French cinema , Safe Conduct is so rich with period minutiae it 's like dying and going to celluloid heaven .",0.90278,positive,positive,,,
145433,7651,"For each chuckle there are at least 10 complete misses , many coming from the amazingly lifelike Tara Reid , whose acting skills are comparable to a cardboard cutout .",0.22222,negative,negative,,,
223393,10509,"For every articulate player , such as skateboarder Tony Hawk or BMX rider Mat Hoffman , are about a half dozen young Turks angling to see how many times they can work the words `` radical '' or `` suck '' into a sentence .",0.27778,negative,negative,,,
223395,10445,For free .,0.54167,neutral,neutral,,,
45279,1920,"For his first attempt at film noir , Spielberg presents a fascinating but flawed look at the near future .",0.63889,neutral,positive,,,
183986,10047,"For its 100 minutes running time , you 'll wait in vain for a movie to happen .",0.16667,negative,very negative,,,
25329,718,"For its seriousness , high literary aspirations and stunning acting , the film can only be applauded .",0.875,positive,positive,,,
223396,8659,"For me , this opera is n't a favorite , so it 's a long time before the fat lady sings .",0.16667,negative,very negative,,,
223397,5520,"For more than two decades Mr. Nachtwey has traveled to places in the world devastated by war , famine and poverty and documented the cruelty and suffering he has found with an devastating , eloquent clarity .",0.79167,positive,positive,,,
145441,7096,"For most movies , 84 minutes is short , but this one feels like a life sentence .",0.055556,negative,very negative,,,
223398,3582,"For most of its footage , the new thriller proves that director M. Night Shyamalan can weave an eerie spell and that Mel Gibson can gasp , shudder and even tremble without losing his machismo .",0.90278,positive,positive,,,
45281,2132,For most of the distance the picture provides a satisfyingly unsettling ride into the dark places of our national psyche .,0.73611,positive,positive,,,
45283,1461,"For movie lovers as well as opera lovers , Tosca is a real treat .",0.83333,positive,positive,,,
65596,3729,"For once , a movie does not proclaim the truth about two love-struck somebodies , but permits them time and space to convince us of that all on their own .",0.72222,positive,positive,,,
223400,3787,"For proof of that on the cinematic front , look no further than this 20th anniversary edition of the film that Spielberg calls , retrospectively , his most personal work yet .",0.75,positive,positive,,,
145442,6829,For single digits kidlets Stuart Little 2 is still a no brainer .,0.59722,neutral,neutral,,,
223402,7435,"For starters , the story is just too slim .",0.33333,neutral,negative,,,
223403,728,"For the first time in several years , Mr. Allen has surpassed himself with the magic he 's spun with the Hollywood empress of Ms. Leoni 's Ellie .",0.75,positive,positive,,,
25334,1293,"For the first time in years , De Niro digs deep emotionally , perhaps because he 's been stirred by the powerful work of his co-stars .",0.65278,neutral,positive,,,
25339,569,"For the first two-thirds of this sparklingly inventive and artful , always fast and furious tale , kids will go happily along for the ride .",0.75,positive,positive,,,
223404,9163,"For the future , one hopes Mr. Plympton will find room for one more member of his little band , a professional screenwriter .",0.041667,negative,very negative,,,
145446,8110,"For the most part , I Spy was an amusing lark that will probably rank as one of Murphy 's better performances in one of his lesser-praised movies .",0.66667,positive,positive,,,
25341,1325,"For the most part , director Anne-Sophie Birot 's first feature is a sensitive , extraordinarily well-acted drama .",0.84722,positive,positive,,,
25342,1330,"For the most part , it 's a work of incendiary genius , steering clear of knee-jerk reactions and quick solutions .",0.93056,positive,positive,,,
65597,3381,"For the most part , it works beautifully as a movie without sacrificing the integrity of the opera .",0.75,positive,positive,,,
105848,4988,"For the most part , the film does hold up pretty well .",0.65278,neutral,positive,,,
223405,7988,"For the most part , the ingredients are there .",0.56944,neutral,neutral,,,
25343,1185,For the most part Stevens glides through on some solid performances and witty dialogue .,0.73611,positive,positive,,,
223410,9599,"For the rest of us , sitting through Dahmer 's two hours amounts to little more than punishment .",0.15278,negative,very negative,,,
223411,7615,"For this reason and this reason only -- the power of its own steadfast , hoity-toity convictions -- Chelsea Walls deserves a medal .",0.73611,positive,positive,,,
183997,11527,"For this sort of thing to work , we need agile performers , but the proficient , dull Sorvino has no light touch , and Rodan is out of his league .",0.23611,negative,negative,,,
65599,4014,"For those in search of something different , Wendigo is a genuinely bone-chilling tale .",0.77778,positive,positive,,,
65601,3242,"For those of an indulgent , slightly sunbaked and summery mind , Sex and Lucia may well prove diverting enough .",0.76389,positive,positive,,,
145451,6939,"For those of us who respond more strongly to storytelling than computer-generated effects , the new Star Wars installment has n't escaped the rut dug by the last one .",0.27778,negative,negative,,,
65603,2408,"For those who are intrigued by politics of the '70s , the film is every bit as fascinating as it is flawed .",0.70833,positive,positive,,,
